feature,metadata,value,coef,stderr,N,N.not.0,pval,qval
RXN-11691,RCEwDSS_only,TRUE,-0.41576048101778,0.0782495987782051,12,3,0.00110732766174077,0.0338147256751346
HISTIDINE-AMMONIA-LYASE-RXN,DSS_only,TRUE,0.44233438071672604,0.0833233923308962,12,12,0.0011128804294055,0.0338603498047674
PRODISULFREDUCT-RXN,DSS_only,TRUE,1.02118771438063,0.19237358789415804,12,12,0.0011132288435224801,0.0338603498047674
RXN-19629,DSS_only,TRUE,1.02118771438063,0.19237358789415804,12,12,0.0011132288435224801,0.0338603498047674
2.4.1.54-RXN,RCEwDSS_only,TRUE,0.799022275252621,0.15080258777645,12,12,0.00112524130833918,0.0339583132984011
RXN-15518,DSS_only,TRUE,-0.9955980922643121,0.18862254304778098,12,8,0.00115023392823546,0.0343194372290957
1.1.1.261-RXN,DSS_only,TRUE,1.0462519608285101,0.19919367984873199,12,12,0.00118306964861252,0.0350116854393098
3.4.24.55-RXN,DSS_only,TRUE,0.842091921821423,0.1616184231185,12,12,0.00123881990227076,0.0360939443132159
3.6.4.3-RXN,DSS_only,TRUE,-0.9579050614751221,0.184415258109137,12,9,0.00126090924923128,0.0364353332385492
RXN-19735,DSS_only,TRUE,-0.609129210004991,0.11756957577925001,12,3,0.00127946321831709,0.0368200305295272
RXN-12302,RCEwDSS_only,TRUE,0.732939881279034,0.141569866958457,12,12,0.00128480229605697,0.0368930804271574
RXN-1824,RCEwDSS_only,TRUE,0.732939881279034,0.141569866958457,12,12,0.00128480229605697,0.0368930804271574
4.3.1.4-RXN,DSS_only,TRUE,0.784986097018989,0.15204243363727898,12,12,0.00130521289345809,0.0373468790562551
