Treatment_Group	Control	Control	Control	DSS	DSS	RCE	RCE	RCE	RCE+DSS	RCE+DSS	RCE+DSS
Taxa	Control_328	Control_330	Control_327	DSS_334	DSS_339	RCE_322	RCE_318	RCE_319	RCE_plus_DSS_305	RCE_plus_DSS_313	RCE_plus_DSS_301
d__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Cytophagaceae|g__Fibrella	4.241585987	3.272370041	3.542509858	4.20679143	4.3065825	5.152274803	4.423987307	4.022328901	3.274662949	4.036321744	3.60484981
d__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Cytophagaceae|g__Dyadobacter	4.042936115	3.223478201	3.385420434	4.607921857	4.688341798	4.559374987	4.113403249	3.618151907	3.675354038	4.126177457	3.8464586
d__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Cytophagaceae|g__Rhodocytophaga	2.894009304	2.47736656	2.493224879	2.519863834	2.532845902	3.239854175	2.755573483	2.142741789	2.549722229	2.184451192	2.17723202
d__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Cytophagaceae|g__Aquirufa	1.222392421	1.417454711	2.207100015	2.313347407	2.133929241	1.257151363	1.213753446	1.218923866	1.906698376	1.776188653	1.877648528
d__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Cytophagaceae|g__Cytophaga	1.624490865	2.21689176	1.699725572	2.77147077	2.310638287	2.015938056	1.99143657	1.987260641	2.195680392	2.478612771	2.087810669
d__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Cytophagaceae|g__Leadbetterella	1.592955291	1.742319443	1.537714237	1.842452407	1.650478404	2.365441045	2.259859343	1.958839327	1.628681568	2.048565698	1.88191092
d__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Cytophagaceae|g__Arcticibacterium	1.03562391	1.083521628	0.840182231	1.687929142	1.744676403	0.768853817	0.870630867	0.908090235	1.235501542	1.179716301	0.807549869
d__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Cyclobacteriaceae|g__Echinicola	4.321928095	4.005002594	3.952424684	4.867556825	5.073073483	4.612233648	4.254601084	4.104627266	3.977592863	4.425968438	4.292252956
d__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Cyclobacteriaceae|g__Algoriphagus	3.48112669	3.135604587	2.898358888	3.914406724	3.743239467	3.778552722	3.541920495	3.33823091	3.440681811	3.439063084	3.38824142
d__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Cyclobacteriaceae|g__Cyclobacterium	2.817623258	2.865113789	2.435025264	3.805869606	3.708597049	2.807536256	2.937039632	2.721266289	3.057113966	2.880911291	2.827767988
d__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Cyclobacteriaceae|g__Aquiflexum	2.769066437	2.61008685	2.091287161	3.237631065	3.303815562	2.409114624	2.067333755	1.818259378	2.344063752	2.903959255	2.54290401
d__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Cyclobacteriaceae|g__Belliella	2.093109404	1.618125175	1.434556011	1.542171102	1.789565067	2.170559572	1.863465053	1.703035265	1.942377792	1.573891222	1.911400181
d__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Fulvivirgaceae|g__Chryseolinea	4.091699834	3.209199277	3.193399111	4.402118505	4.571106381	4.634891684	4.148771973	3.745628139	3.134068823	3.78503019	3.474031421
d__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Fulvivirgaceae|g__Fulvivirga	1.252980741	1.383945989	1.237526698	2.28127515	2.359094042	2.07135618	1.857369518	1.66248728	1.760166038	1.877991299	1.734143988
d__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Flammeovirgaceae|g__Flammeovirga	3.664862048	3.881377227	3.379260603	4.097456022	3.947190164	3.062798212	3.136467396	3.065816036	2.608013147	3.527467215	3.161590662
d__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Bernardetiaceae|g__Bernardetia	3.093109404	3.097349793	2.068497816	3.370592702	3.624375231	1.814139405	2.02445402	2.108651667	1.848784655	3.037329645	2.59835128
d__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Amoebophilaceae|g__Candidatus Cardinium	0.900464326	1.349640434	1.481316978	2.591363818	2.20855283	1.169572342	1.232713971	1.50103808	1.75444239	1.748160125	1.666574149
d__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Amoebophilaceae|g__Candidatus Amoebophilus	2.070389328	1.904713945	1.189049601	2.551581956	2.861927201	0.950608815	0.929921064	1.577803449	0.883596118	2.277594586	1.988530902
d__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Roseivirgaceae|g__Roseivirga	2.415037499	2.728285576	1.940473549	2.405496019	2.748273864	1.49189541	1.69595665	2.010524716	1.398508008	2.383425298	1.980603355
d__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Marivirgaceae|g__Marivirga	2.519374159	2.859029348	1.906610086	2.3080513	2.522245986	1.732452103	2.002526559	1.890260985	1.142150516	2.180261815	1.869085777
d__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Mucilaginibacter	6.422905743	5.967079861	5.696127848	6.899661491	7.193910756	6.54218586	6.219226899	5.973226543	6.008074911	6.523113372	6.257836732
d__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Sphingobacterium	5.992088609	5.656617396	5.415257027	6.401272889	6.474538041	6.324409262	6.051164193	5.608758633	5.653732839	5.995890997	5.789767611
d__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Pedobacter	5.469234794	5.315402152	5.098853978	5.981347265	6.003705303	5.831463997	5.494327976	5.233510437	5.461612529	5.564660076	5.382268976
d__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Anseongella	3.394605599	2.777503893	2.644702526	3.60674365	3.768125448	3.65702327	3.168822815	2.959853147	2.52975653	3.500838336	3.185926704
d__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Solitalea	2.722466024	2.399854936	1.952970191	3.081880156	3.447996208	1.958305827	2.35810632	2.117250013	2.212477639	2.728584045	2.383696308
d__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Olivibacter	2.126532406	2.138684382	1.781407011	3.091159819	2.919608081	2.385014923	2.404829665	1.875131702	2.208296626	2.461452745	2.138567668
d__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Pseudopedobacter	1.576925182	2.05599322	1.515419188	1.612600384	1.744676403	1.905069946	1.820245362	1.474514278	1.659634039	1.528472778	1.695920995
d__Bacteria|p__Bacteroidetes|c__Chitinophagia|o__Chitinophagales|f__Chitinophagaceae|g__Chitinophaga	5.797877644	5.153317523	5.287461131	6.265444173	6.462460039	6.239593804	5.721469749	5.469217666	5.439934483	5.821596845	5.633282858
d__Bacteria|p__Bacteroidetes|c__Chitinophagia|o__Chitinophagales|f__Chitinophagaceae|g__Arachidicoccus	3.791814071	3.767428234	3.596608369	4.494769036	4.238601033	3.785933904	3.761818342	3.54515343	3.980047347	3.825830416	3.70085957
d__Bacteria|p__Bacteroidetes|c__Chitinophagia|o__Chitinophagales|f__Chitinophagaceae|g__Flavisolibacter	3.329123596	3.122965363	2.827737148	3.653429536	4.205856126	3.798760795	3.465836147	3.197335558	2.847282403	3.590387511	3.2809771
d__Bacteria|p__Bacteroidetes|c__Chitinophagia|o__Chitinophagales|f__Chitinophagaceae|g__Pseudocnuella	3.20685157	2.595522324	2.72218571	3.454478602	3.886496632	3.269117421	2.954276989	2.800815168	2.347869745	3.238096179	2.884099024
d__Bacteria|p__Bacteroidetes|c__Chitinophagia|o__Chitinophagales|f__Chitinophagaceae|g__Paraflavitalea	3.129283017	2.352999698	2.48750944	3.066280164	3.489399492	3.295214909	2.691916965	2.660794362	2.04909196	2.6907975	2.529382136
d__Bacteria|p__Bacteroidetes|c__Chitinophagia|o__Chitinophagales|f__Chitinophagaceae|g__Pseudobacter	3.175258446	2.226376189	2.437991686	3.294974334	3.768125448	3.546205279	3.138982201	2.832490609	2.604835817	2.98304844	2.90937423
d__Bacteria|p__Bacteroidetes|c__Chitinophagia|o__Chitinophagales|f__Chitinophagaceae|g__Niabella	2.647698256	2.535747782	2.392841893	4.085123995	4.115306782	3.196201016	2.931247773	2.888815439	3.486287287	3.419647293	3.312897458
d__Bacteria|p__Bacteroidetes|c__Chitinophagia|o__Chitinophagales|f__Chitinophagaceae|g__Niastella	2.428499759	2.092755115	2.186081461	3.452079735	3.722553995	3.065833389	2.698751464	2.279258763	2.912983191	2.776549462	2.764538315
d__Bacteria|p__Bacteroidetes|c__Chitinophagia|o__Chitinophagales|f__Chitinophagaceae|g__Filimonas	2.588964431	1.825800446	2.110007094	3.06313982	2.599909692	2.567401539	2.366714799	2.091299694	2.229081565	2.300935269	2.166789543
d__Bacteria|p__Bacteroidetes|c__Chitinophagia|o__Chitinophagales|f__Chitinophagaceae|g__Flavihumibacter	2.48112669	1.755481309	1.876313165	2.370356428	2.76635242	3.59953982	2.841458211	2.407476563	1.880661788	2.54528183	2.398647548
d__Bacteria|p__Bacteroidetes|c__Chitinophagia|o__Chitinophagales|f__Chitinophagaceae|g__Lacibacter	1.874469118	1.646662539	1.613140537	1.842452407	1.824496742	2.613763946	2.39644629	1.656600546	1.707816879	1.748160125	1.695920995
d__Bacteria|p__Bacteroidetes|c__Chitinophagia|o__Chitinophagales|f__Chitinophagaceae|g__Panacibacter	2.041476636	1.589011915	1.434556011	1.409987107	1.100187454	1.66199592	1.567429816	1.202855906	1.042338655	1.501862626	1.134897226
d__Bacteria|p__Bacteroidetes|o__Bacteroidetes Order II. Incertae sedis|f__Rhodothermaceae|g__Rhodothermus|s__Rhodothermus marinus	3.570867671	2.783941274	2.724617183	3.18948078	3.701567613	2.85041031	3.034805271	3.183073039	2.389086091	2.973396172	2.778322767
d__Bacteria|p__Bacteroidetes|o__Bacteroidetes Order II. Incertae sedis|f__Rhodothermaceae|g__Salinibacter|s__Salinibacter ruber	2.476813697	1.844398126	2.11742758	2.736415023	2.716080806	2.662697742	2.179076471	2.17604494	2.058412962	2.233797185	2.350247781
d__Bacteria|p__Bacteroidetes|c__Saprospiria|o__Saprospirales|f__Haliscomenobacteraceae|g__Haliscomenobacter	3.403722186	2.818842411	2.540913088	3.900398285	3.997801891	3.93612749	3.289179857	3.124569708	2.682242385	3.50419395	3.304983335
d__Bacteria|p__Bacteroidetes|c__Saprospiria|o__Saprospirales|f__Saprospiraceae|g__Saprospira	1.987927168	1.653709543	1.591989528	2.275859764	2.484520684	2.242069627	1.743002081	1.83920054	1.810681997	1.898537736	1.5481997
d__Bacteria|p__Chlorobi|c__Chlorobia|o__Chlorobiales|f__Chlorobiaceae|g__Chlorobium	3.687434008	3.249294735	3.418837266	3.85572409	3.970770238	3.977007879	3.621404405	3.676041059	3.640092022	3.515877512	3.445517916
d__Bacteria|p__Chlorobi|c__Chlorobia|o__Chlorobiales|f__Chlorobiaceae|g__Pelodictyon	2.588964431	2.309041844	2.411071716	3.186597736	2.716080806	3.019621302	2.532733613	2.689906829	2.720910173	2.580677689	2.482436028
d__Bacteria|p__Chlorobi|c__Chlorobia|o__Chlorobiales|f__Chlorobiaceae|g__Chlorobaculum	3.544320516	2.939080217	3.022122226	3.520076851	3.980482646	3.972162958	3.700146843	3.463213719	3.127441408	3.49072441	3.306569637
d__Bacteria|p__Chlorobi|c__Chlorobia|o__Chlorobiales|f__Chlorobiaceae|g__Prosthecochloris	3.129283017	2.787149225	2.982035989	3.454478602	3.646506284	3.809665228	3.247837811	3.239296143	2.978279312	3.254129184	3.258205048
d__Bacteria|p__Chlorobi|c__Chlorobia|o__Chlorobiales|f__Chlorobiaceae|g__Chloroherpeton	1.191141487	1.008545653	1.017223507	1.242417179	0.981392259	1.257151363	1.019991424	1.266081124	1.299789437	0.902968105	1.023563587
d__Bacteria|p__Ignavibacteriae|c__Ignavibacteria|o__Ignavibacteriales|f__Ignavibacteriaceae|g__Ignavibacterium	2.341036918	2.58450162	2.380559434	2.390540873	2.793052452	1.278239917	2.002526559	2.019726313	1.805155672	2.293196923	2.316005314
d__Bacteria|p__Ignavibacteriae|c__Ignavibacteria|o__Ignavibacteriales|f__Melioribacteraceae|g__Melioribacter	1.715161224	1.639580944	1.699725572	1.654934284	1.560098461	2.046988325	1.85124812	2.134294479	2.04909196	1.973081387	2.065498839
d__Bacteria|p__Gemmatimonadetes|c__Gemmatimonadetes|o__Gemmatimonadales|f__Gemmatimonadaceae|g__Gemmatimonas	2.437405312	1.768524183	2.04144712	1.955161391	2.017993588	2.748313882	2.15939283	2.228574675	2.058412962	1.814535692	1.72942113
d__Bacteria|p__Gemmatimonadetes|c__Gemmatimonadetes|o__Gemmatimonadales|f__Gemmatimonadaceae|g__Gemmatirosa	1.273018494	1.269333691	1.361443786	1.286169387	1.789565067	2.592874636	2.15939283	1.885235499	1.032912877	1.37564184	1.170177705
d__Bacteria|p__Fibrobacteres|c__Fibrobacteria|o__Fibrobacterales|f__Fibrobacteraceae|g__Fibrobacter	3.224966365	2.950570706	2.501755807	3.094239823	3.405369512	3.791445113	3.153979659	2.442110444	2.229081565	2.992636559	2.613809675
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnoclostridium	9.912515145	10.75277937	11.31019649	8.659217851	8.375728687	9.598493044	9.39785827	10.09835919	10.81763908	9.881123236	10.27781768
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Blautia	8.884068738	9.782495993	10.22806165	8.267004148	7.617676948	8.525163364	8.316610444	8.925946257	9.95074026	8.94208273	9.368699622
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Enterocloster	8.64385619	9.311704373	9.992478802	7.441294915	7.53243165	8.345521841	8.305529719	8.794073705	9.580881377	8.897003272	9.25432726
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Roseburia	8.222472927	9.103025376	9.648070148	7.443258915	6.82057915	7.631851627	7.311964185	8.137845207	9.266761882	8.248202084	8.632540101
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Coprococcus	6.972309722	8.163260569	8.566211814	6.511361928	5.931438523	6.61081213	6.445341606	7.146572154	8.109524896	7.28420107	7.625526035
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lacrimispora	7.263816906	7.902388404	8.39221849	6.548608358	5.956260037	6.845920485	6.634102404	7.285249619	8.097424134	7.225947051	7.694621238
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Mediterraneibacter	6.824004051	7.783341498	8.260019291	6.237161263	5.398409088	6.792642164	6.654898588	7.444903632	8.282058724	7.319748002	7.688018493
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Butyrivibrio	6.557910386	7.568163697	7.971319618	6.582726004	5.907201246	6.108119658	5.977201927	6.731341085	7.653475588	6.993076979	7.35551583
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Anaerostipes	6.525129251	7.527262696	7.870969449	6.097179324	5.228684224	6.120579428	5.813682718	6.303797697	7.470621388	6.61831631	7.018228027
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Anaerobutyricum	5.635657667	6.686725992	7.690500935	4.954018306	4.521407925	5.939658066	5.68321305	6.693389925	6.127188688	5.277060148	5.694841794
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Anaerocolumna	6.228498056	7.408476622	7.587901656	6.084457767	5.272035527	5.819825054	5.617558209	6.218710133	7.319037135	6.481584263	6.80149129
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnospira	5.309248961	6.581415689	6.5807763	4.954018306	4.352183004	4.848230496	4.611314883	5.195952164	6.745213791	5.930051375	6.018466521
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnoanaerobaculum	4.349318093	5.07673777	5.800655191	4.000648524	3.303815562	4.125487906	3.916400274	4.455965	5.486426705	4.84059232	4.999460188
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Herbinix	4.318316841	5.369907026	5.355325648	4.198228629	3.364415178	3.776701511	3.910524791	4.445760675	5.511245602	4.760777266	4.965220593
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Anaerotignum	3.790076931	5.255286478	5.279627866	3.85572409	3.60189939	3.428521374	3.355554813	3.822566641	4.619333327	3.686565141	4.79032638
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Pseudobutyrivibrio	4.098733954	5.142086504	5.174169696	3.893342725	3.740955674	3.515453564	3.30045659	4.0551426	5.066569965	4.437422865	4.734852853
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Cellulosilyticum	3.941732345	4.856989124	4.808080797	4.328177246	3.256634654	2.98476616	3.040196706	3.57354839	3.753471412	3.564905134	3.870252229
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Acutalibacter	9.176713383	9.980533172	10.32797587	7.779491409	8.533981595	8.436562245	8.340774471	9.182647842	10.18749752	9.26115585	9.553352997
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Flavonifractor	8.057630778	8.486943299	8.811672181	7.173624153	7.448494909	7.337681742	7.111761161	8.232148452	9.454090211	8.585447212	9.075816869
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Faecalibacterium	7.550105445	8.092011555	8.662801966	7.048803011	6.851869421	7.087392835	7.029272464	7.826943644	8.582233981	8.004535009	8.206299655
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Oscillibacter	7.80982171	8.272586423	8.498338563	7.24100382	6.982062007	6.866083577	6.668452959	7.84945437	9.027934205	8.471408439	8.905153947
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminococcus	5.73470962	6.401327631	6.409820097	6.680745755	7.82715954	5.626269528	5.523010915	6.567084121	7.341282723	7.220474756	6.847576335
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruthenibacterium	5.191141487	5.640745154	5.956948948	5.160592715	4.904760073	4.676191344	4.78594295	5.584547104	6.482415974	6.992031696	6.379262528
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Caproiciproducens	5.09592442	5.572199454	5.813561214	4.635668756	4.723468107	4.887358006	4.816898472	5.681585397	6.159219118	5.614026682	5.889984192
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Dysosmobacter	4.902073579	5.531653436	5.687429106	4.188174033	4.362618888	3.916085678	3.698442901	4.918802987	6.293554889	5.4815566	5.765750591
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Acetivibrio	4.515174171	5.140206138	4.831957214	4.711839452	4.320414626	3.742966968	4.079765866	4.290014569	4.78430244	4.42508355	4.620257596
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ethanoligenens	3.89077093	4.281241872	4.632113065	3.645052794	3.65137853	3.694765009	3.615998893	4.30984151	4.906109301	4.186948552	4.389760514
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Mageeibacillus	1.632268215	2.128603496	4.067036549	1.468126359	1.979766164	1.35964039	1.242101599	1.870053143	2.381679263	1.736794446	2.142125742
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminiclostridium	3.958842675	4.508140964	3.945145378	4.873843452	4.295731738	3.104720387	3.270951714	3.82388048	4.279095831	4.176470429	3.992564138
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Thermoclostridium	3.109917692	3.365447253	3.377716526	3.326746802	3.796993191	2.626153875	2.8476212	3.427361139	3.769167629	3.673211841	3.662971205
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Pseudoclostridium	2.925999419	2.944836901	3.333797483	3.059992627	2.692637844	2.670694409	2.497891787	2.692786024	3.417326809	2.773771682	3.084169552
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Fastidiosipila	2.153805336	2.420659897	2.43205273	2.595717064	2.168328254	1.436692308	1.863465053	2.180154295	2.614346893	1.948658976	2.000341139
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium	8.821827119	9.526882705	9.106983508	9.453836509	8.461018603	8.151937885	8.427545687	8.479464755	9.015574945	8.791826342	8.57734871
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Hungatella	6.024216237	6.709730449	7.144567338	5.120368492	4.597854148	5.487162733	5.473058249	6.174078586	6.890916209	5.863351023	6.344745145
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Alkaliphilus	3.590961241	3.523826395	3.74171339	3.790760875	2.793052452	2.843352532	2.807082968	2.840301984	3.145047304	2.717062471	2.917701846
d__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Geosporobacter	2.900464326	3.805892764	3.74171339	2.564964834	2.434520472	2.563111949	2.671217032	3.109565523	3.58794411	3.199288106	3.347212898
