feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
X548	RCEwDSS_only	TRUE	0.692617484835817	0.239795850633518	12	12	0.0233707970747963	0.168869631055961
X1067	RCEwDSS_only	TRUE	1.20077586949149	0.415687082740591	12	9	0.0233611163514981	0.168869631055961
X1635	Sex	M	-0.639121779365224	0.221333027236226	12	2	0.0233961912588074	0.168872508701392
X2236	RCEwDSS_only	TRUE	-0.747125703854519	0.259141744481166	12	6	0.0235478509644818	0.169785785609434
X1489	Sex	M	0.745380347769763	0.258965017393847	12	3	0.023708920231891	0.170764888152085
X1795	DSS_only	TRUE	0.738179529440568	0.256553522030831	12	8	0.0237432477756715	0.170830012750199
X1795	RCEwDSS_only	TRUE	1.04348640963249	0.362821470330586	12	8	0.0237860275089682	0.170955746649563
X468	DSS_only	TRUE	-0.374724840598319	0.130385668462835	12	12	0.0238561563189251	0.171235456480601
X1185	RCE_only	TRUE	-1.44315472655376	0.502246108985665	12	4	0.0238756364719843	0.171235456480601
X1953	RCE_only	TRUE	0.728432821001908	0.253586800212286	12	12	0.0239057821241771	0.171269845207784
X426	RCE_only	TRUE	-0.739457620559721	0.257998334197146	12	3	0.0241250199453883	0.172657452066783
X2235	RCE_only	TRUE	-0.57763770451741	0.202047806498616	12	3	0.0243753758141323	0.174264591534686
X1619	DSS_only	TRUE	-0.679196639213796	0.238004411766622	12	12	0.0245575024740678	0.175381064180552
X1575	RCE_only	TRUE	0.522704015593838	0.183440155935826	12	3	0.0247078003779458	0.1762681091377
X188	Sex	M	-1.27083743594722	0.446747983265243	12	4	0.0248786585424091	0.177299807080713
X2136	RCEwDSS_only	TRUE	0.689838128792939	0.242612520912171	12	6	0.0249238377254628	0.1774346129328
X820	RCEwDSS_only	TRUE	0.848136130414152	0.298561228623144	12	4	0.025017911734144	0.17791685439566
X1806	RCE_only	TRUE	0.598740194971462	0.211003911739434	12	3	0.0251316614024348	0.178537859552944
X226	RCE_only	TRUE	-1.21618748009542	0.429144661593863	12	8	0.0252616203385279	0.179272591394007
X1923	RCE_only	TRUE	-0.85047272110409	0.300217221739607	12	5	0.0253022985592999	0.179372853165404
X1490	DSS_only	TRUE	-0.511945824707104	0.180907417894963	12	6	0.0254106559935105	0.179952192759075
X1137	RCEwDSS_only	TRUE	-0.889613246249819	0.314791064731397	12	3	0.0255507633661406	0.180377175863789
X1307	RCEwDSS_only	TRUE	-0.889613246249819	0.314791064731397	12	3	0.0255507633661406	0.180377175863789
X1714	DSS_only	TRUE	1.00607133036504	0.355982809811174	12	12	0.0255457788554561	0.180377175863789
X1766	RCE_only	TRUE	-0.864661794886646	0.30643707117637	12	6	0.0257118814849112	0.181325126630543
X409	RCE_only	TRUE	-0.811367835160165	0.287661942186743	12	12	0.0257525570729325	0.181422602278135
X1220	RCEwDSS_only	TRUE	1.05782196103372	0.37617837780998	12	10	0.0260701123447182	0.183353120731881
X1481	RCEwDSS_only	TRUE	1.00863062220956	0.358721800594236	12	12	0.0260808687127498	0.183353120731881
X210	RCE_only	TRUE	-0.618376917423068	0.220235766229801	12	3	0.0262288512927619	0.184010508134891
X1183	RCE_only	TRUE	0.674669026897469	0.240275422291217	12	3	0.026224953752057	0.184010508134891
X772	RCEwDSS_only	TRUE	-0.780882001260306	0.278294771658888	12	6	0.026298353555312	0.184306718485154
X1967	RCEwDSS_only	TRUE	0.83062589640485	0.297336510616331	12	12	0.0267711246227961	0.187425614457628
